Date,Branch,Location,Feeder,Category,Fault,Areas Affected
17/04/2023,Oshodi,OKE,Not Specified,Feeder,FEEDER FAULT,"EJIGBO ROAD, NNPC ROAD, SILVER ESTATE, VICTORY ESTATE, OYEDELE STREET, ALH OLABISI ADEOSUN STREET, ALH AYODEJI, TAIWO ABOYARIN, JIMOH MUSTAPHA STREET"
17/04/2023,Shomolu,OLATEJU,Not Specified,Planned,OUTAGE ON 11-MUSHININJ-T1-MUSHIN 2- ROAD HOUSE DT DUE TO MAINTENANCE ACTIVITIES,11-MUSHININJ-T1-MUSHIN 2- ROAD HOUSE DT
21/04/2023,Shomolu,IGBOBI,Not Specified,Breaker,BURNT DT ENERGY METER,1-IGBOBIINJ-T1-APATA-DUROSIMI II DT (EX-APATA 11KV FEEDER).
21/04/2023,Oshodi,AGO,11 KV,Feeder,APPROVAL REQUEST FOR CNN ON 11-ITIREINJ-T3-AGO AND 11-ITIREINJ-T3-APENA 11KV FEEDERS,11-ITIREINJ-T3-AGO AND 11-ITIREINJ-T3-APENA 11KV FEEDERS
22/04/2023,Shomolu,KETU,Not Specified,DT,DT FAULT,AGILITY
23/04/2023,Oshodi,ISOLO,11 KV,Feeder,IBALEX 11KV FEEDER OPENED ON EMERGENCY DUE TO BROKEN HT POLE,IBALEX 11KV FEEDER
24/04/2023,Ikeja,OREGUN,33 KV,Feeder,FAULT ON MARYLAND ALAUSA 33KV FEEDER,"KUDIRAT ABIOLA WAY, MOBOLAJI JOHNSON AVENUE, ALAUSA, OREGUN"
24/04/2023,Ikorodu,LASUNWON,Not Specified,Feeder,11-SABOINJ-T1-LASUNWON-APEKA 2 IS OUT DUE TO RUPTURED HT FUSES,11-SABOINJ-T1-LASUNWON-APEKA 2
25/04/2023,Ikorodu,AYANGBURIN,Not Specified,Planned,"CUSTOMERS ON 11-SABOINJ-T1-AYANGBUREN,11-SABOINJ-T1-MARY HILL,11-SABOINJ-T1-IJEBU ODE AND 11-SABOINJ-T1-LASUNWON WILL BE OUT OF SUPPLY DUE TO THE ONGOING MAINTENANCE AT SABO INJECTION","11-SABOINJ-T1-AYANGBUREN,11-SABOINJ-T1-MARY HILL,11-SABOINJ-T1-IJEBU ODE AND 11-SABOINJ-T1-LASUNWON"
26/04/2023,Akowonjo,AIT,Not Specified,Transformer,EMERGENCY OUTAGE ON T2 60MVA OGBA TS,"JANKARA, IJAYE, OJOKORO ESTATE,AREA 1 ESTATE, AIT,MILLENIUM ESTATE, AGBE ROAD, FAGBA, AKOWONJO ROUNDABOUT, CEMENT, AJAYI FARM, MONGORO AREA, CAPITOL ROAD, OLAYIWOLA STREET, UNION ROAD, IKUOMOLA STREET, FRIESLAND,"
26/04/2023,Akowonjo,EGBEDA,Not Specified,Notification,REQUEST FOR CNN,11-MONGOROINJ-T1-NEW DOPEMU 11-ALIMOSHOINJ-T4-OKI
27/04/2023,Abule Egba,AKUTE,Not Specified,Transformer (N/S),OUTAGE ON GBADAMOSI 500KVA,GBADAMOSI
01/05/2023,Oshodi,ISOLO,Not Specified,Feeder,IBALEX 11KV FEEDER AND ADEMULEGUN 11KV FEEDER OUT DUE TO FIRE OUTBREAK AT ITIRE ISS,"IBALEX, ADEMULEGUN"
01/05/2023,Oshodi,ago,Not Specified,Notification,AGO FAULT NOTIFICATION TO CUSTOMERS,ago
01/05/2023,Ikeja,ifako,11 KV,Feeder,OKE IRA 11KV FEEDER,oke ira
03/05/2023,Shomolu,ketu,Not Specified,Feeder,FEEDER FAULT,NO SUPPLY TO WASIMI INJECTION
05/05/2023,Oshodi,ajao,Not Specified,Notification, CNN FOR CUSTOMERS FEEDING FROM AJAO INJECTION SUBSTATION,ajao
07/05/2023,Ikeja,ptc,Not Specified,Substation,FAULT AT PTC INJECTION SUBSTATION,"IKEJA GRA (PARTS), ABULE ONIGBAGBO ESTATE, TOYIN STREET & ENVIRONS, OPEBI ROAD (PART), OLOWU ROAD & ENVIRONS, KODESHO ROAD & ENVIRONS,"
07/05/2023,Shomolu,ikosi,Not Specified,Notification,"HT POLE TO ERECT: CNN TO OUR CUSTOMER ON KETU, DEMURIN & IKOSI",ojota 11kv feeder
07/05/2023,Shomolu,maGODO,Not Specified,Transformer,OUTAGE ON T3 60MVA ALAUSA TS,"MAGODO, ISHERI, OLOWORA, AND ENVIRONS"
08/05/2023,Ikeja,OJODU,Not Specified,Feeder,FEEDER FAULT,ALAGBOLE AND OJODU
12/05/2023,Shomolu,igbobi,Not Specified,Feeder,FEEDER FAULT,akoka
15/05/2023,Oshodi,idiMU,Not Specified,Feeder,FEEDER FAULT,"ORISUNBARE, CAROLINE ODUS, DAUDA ILO, FAYEMI, FOLAWIWO, IDIMU ROAD, IFELODUN, ILUFUNMI, JUBRIL OLABISI, OKEJIDE OLU OLAMIKAN, TAJUDEEN OGUNSEYE"
15/05/2023,Shomolu,oworo,Not Specified,Notification,OUTAGE NOTIFICATION ON DIYA2 DT ON HOSPITAL FEEDER,DIYA2
16/05/2023,Shomolu,oregUN,Not Specified,Feeder,FEEDER FAULT,"OPEBI ROAD, AGBAOKU, SALVATION, AWUSE ESTATE, OLUSOSUN, OPEBI LINK ROAD, OSHO ROAD"
16/05/2023,Akowonjo,ayobo,Not Specified,Feeder,FEEDER FAULT,CNN ON 11-AYETOROINJ-T1-BADA
16/05/2023,Abule Egba,fagba,Not Specified,Feeder,FEEDER FAULT,AGBADO
16/05/2023,Abule Egba,fagba,Not Specified,DT,DT FAULT,"MATOGUN ROAD, OLAMBE"
16/05/2023,Oshodi,IKOTUN,Not Specified,DT,DT FAULT,LADIPO & ITANLAYE
16/05/2023,Oshodi,IKOTUN,Not Specified,DT,DT FAULT,ABANISHE-COMMUNITY AND ABANISHE-OGUNJOLE
17/05/2023,Ikorodu,LASUNWON,Not Specified,Feeder,FEEDER FAULT,"aGODO, INDUSTRIAL AND CANTONMENT"
19/05/2023,Ikorodu,LASUNWON,33 KV,Feeder,"ODOGUNYAN ISS IS OUT OF SUPPLY DUE TO PUNCTURED CABLE ON ODOGUNYAN 33KV FEEDER AFFECTING 11-ODOGUNYANINJ-T1-AGODO,11-ODOGUNYANINJ-T1-INDUSTRIAL AND 11-ODOGUNYANINJ-T2-CANTONMENT IN LASUNWON UT","11-ODOGUNYANINJ-T1-AGODO,11-ODOGUNYANINJ-T1-INDUSTRIAL AND 11-ODOGUNYANINJ"
19/05/2023,Abule Egba,AKUTE,Not Specified,Breaker,CRACKED CT AT OKEARO TS AFFECTING 33-OKE AROTCN-AKUTE,oke aro
21/05/2023,Ikeja,ptc,11 KV,Feeder,FAULT ON GENERAL HOSPITAL 11KV FEEDER,"ODUDUWA CRESCENT, OLADIPO BATEYE STREET, OLD SECRETERIAT ROAD, ADEKUNLE FAJUYI (PART), ADETUNJI ADEOBA STREET, AYO ROSIJI STREET (PART), OBASA STREET"
22/05/2023,Shomolu,igbobi,Not Specified,DT,OUTAGE ON 11-IGBOBIINJ-T1-MILITARY-MOROCCO II DT,igbobi
27/05/2023,Ikeja,OKEIRA,Not Specified,Transformer,OKE-IRA ISS T1 (15MVA) TRIPPED ON BUCHHOLZ,okeira
29/05/2023,Shomolu,ketu,11 KV,Feeder,KETU 11KV FeeDeR ON FAULT,"ETU , MENDE AND OREGUN"
08/06/2023,Oshodi,ago,Not Specified,Notification,FAULT NOTIFICATION TO CUSTOMERS ON OKEGBERE FEEDER,okegbere
10/06/2023,Abule Egba,ijaiye,Not Specified,Transformer,OUTAGE ALERT ON ARAROMI 1 AND AGO ALAGBEDE 1&2 TRANSFORMERS,> 11-IJAIYEOJOKOROINJ-T1-AGBADO2- AGO ALAGBEDE 1 > 11-IJAIYEOJOKOROINJ-T1-AGBADO2- AGO ALAGBEDE 2 > 11-ABULEIROKOINJ-T1-ALAKUKO-ARAROMI 1
10/06/2023,Oshodi,idiMU,11 KV,DT,FAULT AFFECTING DTS ON IDIMU 11KV FEEDER,"IDIMU, JEMI ALADE ESTATE, MADARIKAN, COUNCIL ROUND ABOUT AND ENVIRONS"
13/06/2023,Ikeja,ptc,Not Specified,Notification,CUSTOMER NOTIFICATION NEEDED,"ABULE ONIGBONGBO, SHOGUNLE, PARTS OF IKEJA GRA"
13/06/2023,Ikorodu,AYANGBURIN,Not Specified,Transformer (N/S),11-SABOINJ-T2-ERUNWEN-FRONTLINE 111 IS OUT DUE TO BURNT XLPE CABLE AND REQUIRES TERMINATION,11-SABOINJ-T2-ERUNWEN-FRONTLINE 111
19/06/2023,Ikeja,ptc,Not Specified,Notification,CUSTOMER NOTIFICATION NEEDED,"ADEKUNLE FAJUYI WAY, PARTS OF ODUDUWA CRESCENT, OLADIPO BATEYE STREET, HAROLD SHODIPO CRESCENT, OBA LADEJOBI STREET, JOEL OGUNNAIKE STREET, PARTS OF MOBOLAJI BANK ANTHONY WAY, SHONIBARE ESTATE, MARYLAND CRESCENT, ABULE ONIGBAGBO ESTATE"
26/06/2023,Abule Egba,LAMBE,11 KV,Notification,REQUEST TO NOTIFY CUSTOMERS ON ABULE EKUN 500KVA S/S ON GRAILAND 11KV FEEDER,"ISALE ORO JUNCTION, ABULE EKUN TOWN, OFF IJOKO ROAD, OLAMBE"
26/06/2023,Abule Egba,LAMBE,11 KV,Notification,REQUEST TO NOTIFY CUSTOMERS ON ABULE EKUN 500KVA S/S ON GRAILAND 11KV FEEDER,"ISALE ORO JUNCTION, ABULE EKUN TOWN, OFF IJOKO ROAD, OLAMBE"
26/06/2023,Ikeja,ptc,Not Specified,Notification,CUSTOMER NOTIFICATION NEEDED,"OBA AKINJOBI WAY, REV OGUNBIYI STREET, SOBO AROBIODUN STREET, AYOOLA COKER STREET, ADEYEMO ALAKIJA STREET, ESUGBAYI STREET AND ENVIRONS"
27/06/2023,Ikorodu,LASUNWON,Not Specified,Transformer,FAULT AFFECTING -33-ODOGUNYANTCN-T2 -15MVA,33-ODOGUNYANTCN-T2 -15MVA
03/07/2023,Shomolu,OLATEJU,Not Specified,Notification,CUSTOMER NOTIFICATION NEEDED FOR CUSTOMERS ON 11-MUSHININJ-T1-MUSHIN 2-COKER 2,11-MUSHININJ-T1-MUSHIN 2-COKER 2
06/07/2023,Abule Egba,iju,Not Specified,DT,REQUEST TO BEGIN LOADSHEDDING ON ENILOLOBO DT,enilolobo
06/07/2023,Abule Egba,iju,Not Specified,DT,REQUEST FOR CNN FOR 11-OBAWOLEINJ-T1-SHONUBI-NDIKE 2 500KVA DT,obawole
08/07/2023,Abule Egba,iju,Not Specified,DT,REQUEST FOR CNN FOR 11-OBAWOLEINJ-T1-SHONUBI-NDIKE 2 500KVA DT,obawole
08/07/2023,Abule Egba,LAMBE,11 KV,Notification,REQUEST TO NOTIFY THE CUSTOMER ON FEMI OTITOLOJU HVDS 1 50KVA S/S ON OLAMBE 11KV FEEDER,"FEMI OTITOLOJU, lambe"
13/07/2023,Ikeja,ptc,Not Specified,TCN,tcn fault,"KEJA GRA (PARTS), ABULE ONIGBAGBO ESTATE, TOYIN STREET & ENVIRONS, OPEBI ROAD (PART), OLOWU ROAD & ENVIRONS, KODESHO ROAD & ENVIRONS,"
17/07/2023,Ikorodu,AYANGBURIN,Not Specified,Transformer (N/S),11-SABOINJ-T1-AYANGBUREN-G.T.C 500KVA IS OUT DUE TO VANDALISED XLPE CABLE,11-SABOINJ-T1-AYANGBUREN-G.T.C 500KVA
17/07/2023,Shomolu,igbobi,Not Specified,Feeder,PROLONGED OUTAGE ON 11-IGBOBIINJ-T1-ORTHOPAEDIC FEEDER,igbobi
19/07/2023,Abule Egba,iju,Not Specified,Transformer (N/S),"OUTAGE AFFECTING 11-IJUINJ-T1-ASORE, 11-IJUINJ-T1-AJUWON AND 11-IJUINJ-T1-GRAILAND","asore, ajuwon, grailand"
19/07/2023,Abule Egba,iju,Not Specified,Notification,REQUEST FOR CNN,"11-OBAWOLEINJ-T1-YOUDEOWEI, 11-OBAWOLEINJ-T1-SHONUBI, 11-IJUINJ-T1-GALILEE, 11-IJUINJ-T2-ISHAGA AND 11-IJUINJ-T2-AGBADO I AND 11-AGEGEINJ-T1-IJU RD,"
20/07/2023,Abule Egba,fagba,11 KV,Notification,SMS TO OKO-OBA 11 KV CUSTOMER ON AGEGE INJ,oko-oba
20/07/2023,Shomolu,baRIGA,Not Specified,Notification,CUSTOMER NOTIFICATION NEEDED,ilupeju mega network
24/07/2023,Abule Egba,iju,Not Specified,Notification,REQUEST FOR CNN NOTIFICATIONS FOR CUSTOMERS ON 11-OBAWOLEINJ-T1-YOUDEOWEI-MITCHEL,11-OBAWOLEINJ-T1-YOUDEOWEI-MITCHEL
24/07/2023,Abule Egba,lambe,Not Specified,Feeder,FEEDER FAULT,"OLAMBE, MATOGUN, OKE-ARO, JOLASCO, AKUTE"
12/08/2023,Ikeja,ANIFOWOSHE,Not Specified,Feeder,FEEDER FAULT,"ANIFOWOSHE, AWOLOWO WAY, ODUYEMI, BAYO SHODIPO, AKINREMI, AJAO, ADENIYI JONES, OBA AKRAM ROAD."
14/08/2023,Oshodi,isolo,11 KV,Feeder,ADEMULEGUN 11KV FEEDER OUT DUE TO FALLEN TOWER CARRYING THE FIRST UPRISER CABLE,ademulegun
17/08/2023,Abule Egba,akute,Not Specified,Substation,OUTAGE ON 11-IJUINJ-T1-AJUWON- ADEMOKOYA 500KVA S/S,AJUWON- ADEMOKOYA
17/08/2023,Oshodi,oshodi,Not Specified,DT,PLINTH RECONSTRUCTION AND MAINTENANCE OF ENIOLA ADESANYAN DT,ENIOLA ADESANYAN DT
17/08/2023,Abule Egba,lambe,11 KV,Notification,REQUEST TO NOTIFY CUSTOMERS ON ADEJUMO 500KVA S/S ON MATOGUN 11KV FEEDER,"MATOGUN ROAD, OLAMBE"
25/08/2023,Akowonjo,DOPEMU,Not Specified,DT,NOTIFICATION TO CUSTOMERS ON NYSC 500KVA DT,nysc
28/08/2023,Ikorodu,AYANGBURIN,Not Specified,Transformer (N/S),CUSTOMERS ON 11-SABOINJ-T2-ERUNWEN AND 11-SABOINJ-T2-IGBOGBO ARE OUT DUE TO FAULTY SPRING CHARGING ROD,11-SABOINJ-T2-ERUNWEN AND 11-SABOINJ-T2-IGBOGBO
30/08/2023,Shomolu,maGODO,33 KV,Planned,PLANNED MAINTENANCE ON MAGODO 33KV FEEDER,magodo 
31/08/2023,Ikeja,oregUN,Not Specified,Transformer (N/S),OUTAGE ON 11-NEW ALAUSAINJ-T5-MORRISON DUE TO CABLE FAULT,11-NEW ALAUSAINJ-T5-MORRISON
31/08/2023,Abule Egba,akute,Not Specified,Transformer,OUTAGE ON 11-AKUTE INJ-T1-ISHASHI- ISHASHI 1 500KVA S/S,akute
31/08/2023,Abule Egba,akute,Not Specified,Transformer,OUTAGE ON 11-AKUTE INJ-T1-ISHASHI- ISHASHI 1 500KVA S/S,akute
31/08/2023,Akowonjo,abule,Not Specified,Notification,BROADCAST TO CUSTOMERS UNDER 11-EKOROINJ-T2-OLOTA-ISE OLUWA 1,11-EKOROINJ-T2-OLOTA-ISE OLUWA 1
03/10/2023,Akowonjo,abule,Not Specified,Notification,BROADCAST TO CUSTOMERS UNDER 11-EKOROINJ-T2-OLOTA-ISE OLUWA 1,11-EKOROINJ-T2-OLOTA-ISE OLUWA 1
03/10/2023,Ikeja,ptc,Not Specified,Notification,CUSTOMER NOTIFICATION NEEDED,"SHONIBARE ESTATE, G.CAPPA ESTATE, MARYLAND CRESCENT ESTATES"
04/10/2023,Shomolu,Ilupeju,Not Specified,Notification,CUSTOMER NOTIFICATION NEEDED FOR 11-ILUPEJU BYPASSINJ-T1-INDUSTRIAL,ilupeju
04/10/2023,Shomolu,igbobi,Not Specified,Feeder,PROLONGED OUTAGE ON 11-IGBOBIINJ-T1-APATA-ADEOLA,igbobi
04/10/2023,Shomolu,igbobi,Not Specified,Feeder,PROLONGED OUTAGE ON 11-IGBOBIINJ-T1-APATA-ADEOLA,igbobi
04/10/2023,Ikorodu,AYANGBURIN,Not Specified,Feeder,FEEDER FAULT AFFECTING 11-SABOINJ-T1-IJEBU-ODE,11-SABOINJ-T1-IJEBU-ODE
04/10/2023,Akowonjo,abule,11 KV,Notification,CNN TO AFFECTED CUSTOMERS ON AKOWONJO 11KV FEEDER,akowonjo
06/10/2023,Ikorodu,AYANGBURIN,Not Specified,Feeder,FEEDER FAULT AFFECTING 11-SABOINJ-T1-IJEBU-ODE,11-SABOINJ-T1-IJEBU-ODE
06/10/2023,Ikorodu,ODOGUNYAN,Not Specified,Notification,CCN NOTIFICATION FOR FAULT AT ODOGUNYAN TS,1. 11-ODOGUNYANINJ-T1-AGODO 2. 11-ODOGUNYANINJ-T1-INDUSTRIAL 3. 11-ODOGUNYANINJ-T2-CANTONMENT 4. 11-ODOGUNYANINJ-T1-CENTEX 5. 11-ODOGUNYANINJ-T2-ODOKEKERE 6. 11-ODOGUNYANINJ-T2-ITA OLUWO 1. 33-ODOGUNYANTCN-AGBEDE 
06/10/2023,Ikeja,ptc,Not Specified,TCN,TCN SYSTEM LOAD SHEDDING,"SHONIBARE ESTATE, G.CAPPA ESTATE, MARYLAND CRESCENT ESTATES, IKEJA GRA, ABULE ONIGBAGBO ESTATE"
06/10/2023,Ikeja,ptc,Not Specified,TCN,TCN SYSTEM LOAD SHEDDING,"SHONIBARE ESTATE, G.CAPPA ESTATE, MARYLAND CRESCENT ESTATES, IKEJA GRA, ABULE ONIGBAGBO ESTATE"
07/10/2023,Ikeja,OJODU,Not Specified,DT,LIMSON I 300KVA DT FAULT,11-OJODUINJ-T2-RIVER VALLEY-LIMSON I DT
08/10/2023,Ikeja,ptc,Not Specified,Notification,customer notification needed,"SHONIBARE ESTATE, G.CAPPA ESTATE, MARYLAND CRESCENT ESTATES, IKEJA GRA, ABULE ONIGBAGBO ESTATE, KODESHO STREET, OLOWU STREET, COMPUTER VILLAGE AND ENVIRONS"
09/10/2023,Abule Egba,iju,Not Specified,Notification,REQUEST FOR CNN NOTIFICATION,11-IJUINJ-T1-GALILEE-OLOWOLAJUOGBON DT
10/10/2023,Ikeja,oba,11 KV,Notification,FAULT NOTIFICTAION - EXPRESS 11KV BILATERAL LOCATION,OMOLE PHASE 1
10/10/2023,Ikeja,oba,33 KV,Feeder,FAULT ON ALAUSA 33KV FEEDER,SECRETARIAT INJECTION STATION SUPPLY
10/10/2023,Ikeja,OREGUN,Not Specified,TCN,OUTAGE DUE TO ALAUSA TCN FAULT,11-NEW ALAUSAINJ-T5-ALLEN 11-NEW ALAUSAINJ-T5-OREGUN 11-NEW ALAUSAINJ-T5-ALAUSA 11-NEW ALAUSAINJ-T5-KUDIRAT 11-NEW ALAUSAINJ-T5-MORRISON 11-NEW ALAUSAINJ-T6-OGUNDANA 11-OPEBIINJ-T1-AGBAOKU
10/10/2023,Ikeja,OBA,Not Specified,Notification,MESSAGE TO OMOLE PHASE 1 BILATERAL LOCATION,OMOLE PHASE 1 BILATERAL LOCATION
12/10/2023,Ikeja,PTC,Not Specified,TCN,UPDATE ON TCN LOAD LIMITATION - MARYLAND TRANSMISSION STATION,"IKEJA GRA, ABULE ONIGBAGBO ESTATE, OLOWU ROAD, AKINTOYE SHOGUNLE, FADEYI STREET, ADESHINA STREET, JOHN OLUGBO (PART), UNITY ROAD (PART), EZEKIEL STREET, OLUWALEYIMU STREET, IPODO STREET, ILO STREET, TOYIN STREET"
12/10/2023,Abule Egba,LAMBE,11 KV,Feeder,REQUEST TO NOTIFY CUSTOMERS ON PARAMOUNT 750KVA ON MATOGUN 11KV FEEDER,"PARAMOUNT, LEKAN POPOOLA, OLUWO GATE TOWN, AROLAMBO, IBAFIDON"
15/10/2023,Shomolu,MENDE,Not Specified,TCN,POOR ALLOCATION TO MARYLAND TS,"OKUPE , SYLVIA , WESTEX AND KETU"
15/10/2023,Shomolu,ketu,Not Specified,Feeder,POOR ALLOCATION TO WASIMI INJECTION,"KETU, IKOSI"
15/10/2023,Abule Egba,akute,Not Specified,Transformer (N/S),OUTAGE ON 11-IJUINJ-T1-AJUWON-ALLI BELLO 500KVA,OUTAGE ON 11-IJUINJ-T1-AJUWON-ALLI BELLO 500KV
16/10/2023,Ikeja,OBA,11 KV,Human,MESSAGE TO CNN ABOUT CUSTOMERS ON AGIDINGBI 11KV AFFECTED BY ASHABI COLE INCIDENT, DISC ENGINEERING 300KVA PUBLIC DT DISCOMTEL 500KVA PRIVATE DT SAID FARMS 300KVA PRIVATE DT CADBURY 500KVA PRIVATE DT FIRS 300KVA PRIVATE DT WATER RESOURCES 200KVA PRIVATE DT IHS PRIVATE DT WAPA 500KVA PUBLIC
17/10/2023,Abule Egba,LAMBE,11 KV,Transformer (N/S),REQUEST TO NOTIFY CUSTOMERS ON PARAMOUNT 750KVA ON MATOGUN 11KV FEEDER,"PARAMOUNT, LEKAN POPOOLA, OLUWO GATE TOWN, AROLAMBO, IBAFIDON"
20/10/2023,Ikorodu,OWUTU,Not Specified,Notification,CUSTOMER NOTIFICATION NEEDED,1. 33-IKORODUTCN-IBESHE-BAALE - 300KVA 2. 33-IKORODUTCN-IBESHE-ITOWOLO - 300KVA 3. 33-IKORODUTCN-IBESHE-ELIAS - 500KVA 4. 33-IKORODUTCN-IBESHE-OKO OBI - 500KVA 5. 33-IKORODUTCN-IBESHE-IREKE - 500KVA 6. 33-IKORODUTCN-IBESHE-CHURCH
13/11/2023,Ikeja,OKEIRA,Not Specified,Breaker,AYANLEYE 500KVA OUT DUE TO LV CABLE BURNT,AYANLEYE 500KVA
13/11/2023,Akowonjo,ABULE,11 KV,Feeder,PROLONG OUTAGE ON EKORO 11KV FEEDER,EKORO
13/11/2023,Abule Egba,IJU,Not Specified,Notification,CNN REQUEST TO CUSTOMERS,11-AGEGEINJ-T1-IJU ROAD-6 AKINBO SAVAGE HVDS
13/11/2023,Abule Egba,IJU,Not Specified,Notification,CNN REQUEST TO CUSTOMERS,"11-AGEGEINJ-T1-IJU ROAD-6 AKINBO SAVAGE HVDS, 11-AGEGEINJ-T1-IJU ROAD-86 IJU ROAD HVDS, 11-OBAWOLEINJ-T1-YOUDEOWEI-32 VICTOR OLALEYE HVDS"
13/11/2023,Ikorodu,ODOGUNYAN,Not Specified,Notification,CNN NOTIFICATION FOR FAULT ON 11-ODOGUNYANINJ-T2-ODOKEKERE FEEDER.,11-ODOGUNYANINJ-T2-ODOKEKERE FEEDER
14/11/2023,Ikeja,oba,33 KV,Notification,MESSAGE TO CNN ABOUT CUSTOMERS AFFECTED BY NEW ALAUSA 33KV OUTAGES TO SECRETARIAT INJECTION STATION,"LATEEF JAKANDE 11KV, AGIDINGBI 11KV, ESTATE 11KV AND OMOLE 11KV."
14/11/2023,Ikeja,ifako,11 KV,Feeder,PROLONG OUTAGE ON 11-OGBAINJ-T3-AGEGE 11KV FEEDER,"ogba, agege"
17/11/2023,Ikorodu,OWUTU,Not Specified,Transformer (N/S),FAULT ON 11-OWUTUINJ-T2-ASOLO,owutu
18/11/2023,Ikorodu,OWUTU,Not Specified,Transformer (N/S),FAULT ON 11-OWUTUINJ-T2-ASOLO,owutu
18/11/2023,Oshodi,ikotun,Not Specified,Notification,FAULT NOTIFICATION FOR CUSTOMERS 11-AGODO EGBEINJ-TI ABANISHE AND KUDAKI,11-AGODO EGBEINJ-TI ABANISHE AND KUDAKI
20/11/2023,Abule Egba,ijaiye,Not Specified,Transformer,OUTAGE ALERT ON BAALE 1 TRANSFORMER,baale
20/11/2023,Abule Egba,ijaiye,Not Specified,Feeder,OUTAGE ALERT ON AKERA 11KV FEEDER,akera
20/11/2023,Ikeja,oregUN,Not Specified,Substation,OUTAGE AT NEW ALAUSA ISS,11-NEW ALAUSAINJ-T4-ALLEN 2. 11-NEW ALAUSAINJ-T4-OREGUN 3. 11-NEW ALAUSAINJ-T5-MORRISON 4. 11-NEW ALAUSAINJ-T5-ALAUSA 5. 11-NEW ALAUSAINJ-T5-KUDIRAT 6. 11-NEW ALAUSAINJ-T6-OGUNDANA
22/11/2023,Ikorodu,LASUNWON,Not Specified,Planned,PLANNED OUTAGE WAS OBSERVED ON IKORODU T3 100MVA TRANSFORMER,"IJEBU ODE, AYNAGBUREN,LASUNWON, FAKALE,ODOGUNYAN, PULKIT,AGRIC,ORIOKUTA, IBESHE, IRAWO, AJEGUNLE AND ENVIRONS"
27/11/2023,Oshodi,AMUWO,33 KV,Planned,FORCED OUTAGE ON AGO L1 & L2 33KV FEEDERS [REQUEST FOR CNN],"JAKANDE 1, JAKANDE 2, AMUWO IND. & LAKEVIEW"
27/11/2023,Ikeja,oregUN,Not Specified,Feeder,OUTAGE ON 11-OPEBIINJ-T1-SALVATION,11-OPEBIINJ-T1-SALVATION
28/11/2023,Abule Egba,adiyan,Not Specified,Notification,REQUEST TO NOTIFY CUSTOMERS ON MATOGUN 11KV FEEDER,matogun
02/12/2023,Oshodi,IGANDO,33 KV,Feeder,OUTAGE ON IGANDO 33KV FEEDER,"11-IGANDOINJ-T2-GENERAL HOSPITAL-ODUNBAYO, 11-IGANDOINJ-T2-AGRIC ROAD-OLASALAMI 2, 11-IGANDOINJ-T2-GENERAL HOSPITAL-IKIRE"
02/12/2023,Akowonjo,ABULE,Not Specified,Substation,CNN TO ALL CUSTOMERS FEEDING FROM ALIMOSHO 3X15MVA ISS,11-ALIMOSHOINJ-T4-AKOWONJO 11-ALIMOSHOINJ-T4-FHA 11-ALIMOSHOINJ-T4-OKI 11-ALIMOSHOINJ-T6-ORELOPE 11-ALIMOSHOINJ-T6-SHASHA 11-ALIMOSHOINJ-T8-ALIMOSHO 11-ALIMOSHOINJ-T8-OKUNOLA 11-ALIMOSHOINJ-T8-WOLE OMO OSHO
02/12/2023,Akowonjo,ait,Not Specified,Substation,CNN TO ALL CUSTOMERS FEEDING FROM AMIKANLE 1X15MVA ISS,"11-AMIKANLEINJ-T1-AIYETOBI-1, WAHEED AKINPELU 11-AMIKANLEINJ-T1-AIYETOBI-10, WATCH TOWER 11-AMIKANLEINJ-T1-AIYETOBI-10, WATCH TOWER 11-AMIKANLEINJ-T1-AIYETOBI-10, WATCH TOWER 11-AMIKANLEINJ-T1-AIYETOBI-10, WATCH TOWER 11-AMIKANLEINJ-T1-AIYETOBI"