,Date,Peak Generation,Daily Energy Generation,Lowest Energy Generation,Daily Energy Sent,6:00 Generation,Highest System Frequency,Lowest System Frequency,Highest Voltage Recorded,Lowest Voltage Recorded
0,2022-09-09,4409.4,100435.58,3516.35,99144.33,4359.4,50.73,49.01,350.0,300.0
1,2022-07-11,4022.2,90621.28,3521.3,89393.08,3941.1,50.857,49.0,355.0,300.0
2,2022-05-19,3758.6,84434.45,3185.6,83339.89,3526.3,50.718,49.025,358.0,300.0
3,2023-10-27,4876.3,111619.53,4405.7,110217.64,4867.8,50.508,49.052,346.0,292.0
4,2022-10-08,4263.7,97661.74,3722.1,96304.3,3571.6,50.76,49.0,347.0,299.0
5,2023-01-15,4198.2,98274.94,3934.3,96882.58,3803.93,50.405,49.036,358.0,300.0
6,2023-11-15,4438.28,88102.27,2749.72,86605.69,4764.28,50.94,49.42,361.0,300.0
7,2021-10-03,4849.03,95387.46,3284.0,93940.12,4160.9,50.928,49.816,349.0,300.0
8,2023-03-23,4515.0,103111.07,3435.4,101656.25,4386.7,51.15,49.09,358.0,300.0
9,2023-09-24,4726.9,97895.81,3537.9,96689.39,4389.4,50.977,49.598,352.0,300.0
10,2023-03-29,4663.6,105462.69,3625.5,103940.59,4606.1,51.259,49.014,346.0,291.0
11,2021-10-09,4620.1,97829.83,3530.1,96442.85,3875.9,50.77,48.35,351.0,300.0
12,2023-11-01,4958.2,111107.78,4260.5,109726.46,4887.7,50.45,49.33,346.0,297.0
13,2021-12-21,4939.8,103195.05,3907.5,101603.46,4511.2,50.773,49.017,354.0,295.0
14,2023-01-01,4720.6,103988.01,3816.8,102792.25,4084.7,50.68,49.735,358.0,300.0
15,2023-05-14,4410.5,100796.83,3908.3,99324.68,2409.5,51.19,49.38,357.0,300.0
16,2023-07-26,4040.9,95424.2,3860.6,94239.76,4060.99,50.55,48.94,349.0,300.0
17,2022-07-05,3727.7,81310.5,3158.5,80175.03,3645.9,50.356,49.029,357.0,300.0
18,2022-11-22,4405.6,102397.64,4169.5,101024.23,4176.7,50.32,49.0,352.0,300.0
19,2022-09-03,4446.7,97435.18,3310.5,96065.76,3804.3,51.076,48.99,353.0,300.0
20,2022-03-10,4119.2,92700.42,3658.3,91320.89,3851.3,50.65,49.053,363.0,300.0
21,2022-01-22,4450.2,101980.8,3892.3,100446.88,4118.1,50.52,49.0,352.0,294.0
22,2023-06-18,3948.28,85874.67,3262.7,85185.5,4086.4,50.965,49.023,350.0,300.0
23,2022-06-18,3651.59,80903.35,3194.5,79864.63,3231.6,50.464,49.017,356.0,300.0
24,2023-01-22,4261.61,97250.33,3698.8,95980.7,4330.5,50.98,49.0,350.0,300.0
25,2021-10-30,4743.81,99259.32,3634.7,98032.5,3705.7,50.68,49.79,353.0,300.0
26,2023-03-10,4504.2,102563.48,3746.5,101076.19,4188.5,51.03,48.7,352.0,293.0
27,2023-09-03,4379.5,93451.5,3444.3,92324.53,3543.8,50.578,49.256,350.0,300.0
28,2023-07-05,4275.24,97849.15,3853.5,96132.61,4323.2,50.629,49.012,350.0,300.0
29,2022-07-26,3734.7,87577.48,3592.1,86359.28,3709.6,50.582,48.95,358.0,290.0
30,2022-05-14,3871.6,81452.41,2589.8,80362.71,3639.9,51.89,49.01,358.0,300.0
31,2022-01-01,5111.8,108296.47,4060.9,106655.41,4275.6,50.444,49.176,352.0,297.0
32,2022-03-29,4087.8,93352.25,3681.4,92263.82,4001.4,50.61,49.6,352.0,300.0
33,2022-09-24,4215.8,97699.46,3838.6,96271.03,3995.9,50.41,49.11,351.0,300.0
34,2022-11-01,4803.0,108482.78,4182.3,107335.02,4863.7,50.5,49.0,353.0,300.0
35,2022-11-15,4735.1,108693.08,4344.18,107666.46,4561.4,50.4,49.0,352.0,300.0
36,2022-03-23,3920.4,90997.83,3478.7,89991.9,3827.5,50.58,49.346,352.0,292.0
37,2022-01-15,4611.94,102690.22,3996.1,100817.44,3919.0,51.006,49.023,352.0,293.0
38,2023-10-08,5042.0,110294.84,4204.4,109150.4,4769.3,50.67,49.25,345.0,300.0
39,2023-05-19,4782.1,101368.61,3729.6,99657.58,4002.0,50.904,48.88,352.0,300.0
40,2022-10-27,4479.1,99471.61,3951.28,98383.42,4455.9,50.402,49.02,354.0,300.0
41,2023-07-11,4336.64,99563.82,3894.8,97879.23,3994.2,50.819,48.93,350.0,300.0
42,2023-03-04,5219.33,111755.21,4205.5,110191.86,4849.4,50.94,49.09,350.0,290.0
43,2021-10-24,4329.39,91810.12,2781.5,90640.97,3724.1,51.68,49.567,354.0,300.0
44,2021-12-16,5159.1,108504.0,4043.7,106901.08,4742.7,50.54,49.47,352.0,294.0
45,2023-10-24,4806.8,108133.06,4268.9,106905.84,4763.5,50.534,49.016,346.0,296.0
46,2023-02-16,4906.2,114802.41,4547.4,113294.4,4839.7,50.62,49.03,352.0,300.0
47,2023-08-01,4031.5,92527.32,3573.6,91052.76,4134.1,50.42,48.96,353.0,300.0
48,2022-03-07,4100.2,95340.55,3854.6,94092.74,4033.7,50.403,49.071,363.0,300.0
49,2022-04-12,3904.6,87768.75,2932.1,86760.88,3827.1,51.158,49.245,360.0,300.0
50,2023-03-28,4633.05,105005.15,4183.8,103840.82,4109.69,51.344,49.021,344.0,296.0
51,2021-10-08,4907.59,105701.39,3641.1,104198.76,4017.6,50.99,48.75,377.0,290.0
52,2022-06-20,3540.6,79578.43,3176.6,78579.21,3384.4,50.462,49.02,356.0,300.0
53,2022-08-22,4494.1,101312.77,3645.4,100390.09,4051.6,50.813,49.059,352.0,300.0
54,2022-10-03,3889.34,89912.13,3428.1,88775.73,3852.8,50.648,49.03,353.0,305.0
55,2022-12-21,4683.7,104477.76,4180.9,103203.49,4645.8,50.34,49.07,353.0,300.0
56,2022-10-09,4262.48,93438.46,3105.4,92095.83,4171.0,51.259,49.03,353.0,300.0
57,2023-05-17,4703.81,106241.29,4101.5,104601.84,3136.2,50.772,49.056,351.0,300.0
58,2022-02-21,4611.3,101492.7,3842.0,100070.18,4321.9,50.408,49.0,358.0,300.0
59,2023-09-27,4431.4,99505.83,3655.5,98302.14,4234.7,50.78,49.032,353.0,300.0
60,2022-04-06,4531.0,96264.72,3090.6,95014.12,4504.5,51.278,49.2,355.0,300.0
61,2023-06-13,4118.96,91005.23,3447.31,89695.47,4207.05,51.447,49.012,360.0,287.0
62,2022-09-08,4451.1,101926.22,3884.8,100597.81,4164.3,50.565,49.022,350.0,300.0
63,2023-04-25,4519.0,101418.06,3736.2,100148.6,4090.3,51.155,49.0,349.0,300.0
64,2023-08-15,4130.8,95343.27,3549.9,94284.1,4123.0,50.655,49.011,352.0,300.0
65,2023-02-02,4560.5,104751.43,4000.4,103476.55,4450.4,50.81,48.7,358.0,300.0
66,2021-11-22,4749.5,104318.44,4102.8,102990.56,4416.5,50.7,49.11,354.0,300.0
67,2023-10-30,4801.2,107207.81,3921.1,105778.67,4158.6,50.674,49.288,355.0,295.0
68,2022-02-02,4801.3,102735.71,3794.5,101232.45,4239.5,50.7,49.03,355.0,290.0
69,2022-08-15,4688.6,90034.1,2551.7,89065.0,4185.9,51.31,49.0,361.0,300.0
70,2022-10-30,4571.28,103886.05,3903.6,102681.1,4371.29,50.6,48.69,353.0,300.0
71,2022-12-02,4388.7,101523.04,3998.69,100187.87,4407.34,50.25,48.99,351.0,300.0
72,2022-04-25,4193.8,93703.05,3456.4,92490.08,3867.2,51.246,49.028,367.0,300.0
73,2023-09-08,4081.7,94622.41,3346.2,93311.23,3331.8,50.74,49.01,357.0,300.0
74,2022-06-13,3333.6,67172.13,1490.0,66398.84,3165.0,51.306,49.18,355.0,300.0
75,2023-04-06,4445.23,104178.36,4228.01,102791.49,4360.1,50.79,49.01,349.0,300.0
76,2022-09-27,3992.1,85061.06,2990.7,84071.88,3387.7,51.227,49.181,357.0,300.0
77,2023-10-09,4900.13,110354.04,3984.6,109118.99,4755.8,50.51,49.23,345.0,300.0
78,2023-02-21,4899.3,113572.58,4205.3,112048.27,4763.4,50.969,49.029,353.0,300.0
79,2022-05-17,3804.4,83446.56,3054.4,82402.24,3790.2,50.95,49.03,358.0,300.0
80,2023-08-22,4259.9,99041.48,3793.1,9778.63,3947.5,50.692,49.01,347.0,295.0
81,2023-10-03,4701.66,106391.98,3974.1,105189.19,4790.9,50.852,49.187,347.0,300.0
82,2021-11-15,4858.27,107726.94,3968.9,106300.71,4795.5,50.664,49.101,352.0,295.0
83,2023-06-20,4476.01,100624.49,3826.4,99302.89,4060.1,50.624,48.91,347.0,300.0
84,2022-03-28,4266.7,96078.98,3797.2,94837.39,4087.8,50.51,49.17,353.0,300.0
85,2023-04-12,4414.5,99676.76,3943.3,98411.63,4292.6,50.905,48.976,354.0,300.0
86,2021-10-27,4791.49,100818.05,3592.7,99589.99,4100.6,50.972,49.75,352.0,300.0
87,2023-03-07,4703.0,99765.33,3509.3,98237.4,4604.3,50.872,49.0,352.0,278.0
88,2022-12-16,5128.4,115064.7,4520.0,113524.68,4793.2,50.33,49.48,350.0,300.0
89,2022-10-24,4238.36,95359.25,3596.1,94256.11,3619.1,50.73,49.23,352.0,300.0
90,2022-08-01,3920.8,86726.31,3336.7,85533.99,3880.5,50.777,49.058,355.0,300.0
91,2022-02-16,4536.4,98685.01,3776.3,97079.79,4371.9,50.685,49.0,360.0,300.0
92,2022-07-20,3967.1,58488.54,3.0,57645.4,3774.2,51.089,47.36,373.0,300.0
93,2021-11-08,4551.62,99461.05,3551.6,98122.01,4265.0,50.84,49.515,351.0,295.0
94,2022-05-12,3981.3,89198.4,3535.0,87987.49,3698.3,50.604,48.987,355.0,300.0
95,2022-01-03,4866.0,104712.56,3816.2,102971.9,4517.3,50.432,49.195,353.0,296.0
96,2022-11-03,4643.6,106491.6,4193.5,105328.02,4465.37,50.38,49.04,353.0,300.0
97,2022-09-22,4466.9,100225.92,3867.08,98808.78,4398.8,50.576,49.339,351.0,300.0
98,2023-01-24,4633.5,105655.33,4177.3,104209.69,4266.7,50.705,49.0,346.0,300.0
99,2023-09-01,4409.9,98668.47,3940.0,97247.14,3414.5,50.64,49.191,350.0,300.0
100,2023-03-16,4948.57,113304.12,4210.3,111767.03,4742.0,50.796,49.068,345.0,292.0
101,2023-11-24,5034.49,112584.34,4456.28,110931.51,4838.85,50.622,49.063,342.0,297.0
102,2022-12-07,4520.2,104145.0,4244.33,102700.43,4384.7,50.29,49.41,352.0,300.0
103,2022-02-07,4823.6,107069.52,3930.6,105631.15,4740.1,50.58,49.001,361.0,299.0
104,2023-05-25,4999.88,104218.37,3772.3,102558.65,4833.42,51.14,49.81,350.0,300.0
105,2022-08-08,3936.8,89808.17,3340.5,88556.16,3890.5,50.804,48.98,359.0,300.0
106,2023-07-13,4187.6,96925.08,3788.7,95245.66,4103.04,50.779,48.82,348.0,300.0
107,2021-10-22,4523.37,99601.24,3614.2,98130.6,3396.6,51.167,50.028,349.0,295.0
108,2023-03-02,4926.0,112993.98,4504.7,111520.64,4962.7,50.65,49.0,346.0,300.0
109,2023-09-15,4178.9,93782.65,3304.0,92573.11,2674.3,50.744,49.065,348.0,298.0
110,2023-01-30,4409.1,103023.77,4077.5,101599.17,4446.5,51.016,49.138,348.0,300.0
111,2022-03-21,3582.5,83250.39,3336.2,82225.22,3698.0,50.52,49.0,360.0,300.0
112,2023-04-17,4334.4,100801.99,4043.8,99525.06,4339.2,50.99,49.08,349.0,300.0
113,2022-11-09,4700.6,108278.4,4133.04,107149.13,4376.1,50.5,49.32,352.0,300.0
114,2022-01-09,5024.09,105800.59,4021.7,104169.14,4582.5,50.65,49.15,356.0,291.0
115,2022-05-06,4068.9,79054.83,2265.1,77715.09,3724.6,51.47,49.339,364.0,300.0
116,2023-08-27,4307.0,95817.13,3585.0,94551.06,4021.4,50.444,49.022,356.0,300.0
117,2022-08-27,4600.56,95841.32,3317.3,94596.75,3883.0,51.04,49.519,352.0,300.0
118,2023-05-06,4209.7,93586.19,2854.9,92269.36,4091.4,51.59,49.0,357.0,277.0
119,2021-12-29,4443.2,97797.34,3717.75,96218.22,3912.7,50.42,49.21,356.0,292.0
120,2023-01-09,4383.26,101662.73,4091.6,100331.73,4207.3,50.51,49.37,358.0,300.0
121,2022-04-17,3829.7,87553.76,3154.5,86564.47,3089.3,50.771,49.033,362.0,300.0
122,2023-03-21,4848.9,103464.98,3514.8,102009.44,4055.4,51.246,49.156,355.0,300.0
123,2023-11-09,4811.96,110650.67,4407.84,108990.67,4857.33,50.94,49.0,347.0,299.0
124,2021-10-01,4754.8,97822.79,3654.0,96258.79,3623.0,51.016,49.988,347.0,300.0
125,2022-01-30,4641.5,102561.65,3858.1,101026.63,4169.5,50.544,49.037,355.0,300.0
126,2022-09-15,4252.4,96944.35,3759.2,95645.67,4341.3,50.284,49.0,355.0,300.0
127,2022-03-02,4582.2,101093.94,3950.8,99643.42,4117.0,50.523,49.018,358.0,300.0
128,2022-07-13,4102.9,89035.99,3232.3,87802.02,4004.4,51.07,48.93,357.0,301.0
129,2023-08-08,3900.37,89774.66,3652.4,88395.72,3916.97,50.37,48.99,355.0,300.0
130,2022-05-25,3687.3,84840.74,3393.0,83795.82,3622.6,50.408,49.014,355.0,300.0
131,2023-02-07,4384.6,98933.37,3824.9,97545.88,4472.1,50.99,49.0,358.0,290.0
132,2021-11-27,5087.39,108361.39,4048.8,106802.88,4750.2,50.56,49.08,354.0,298.0
133,2022-03-16,3051.5,48574.73,427.6,47870.62,3389.0,51.13,49.69,351.0,300.0
134,2022-09-01,5043.4,102875.3,3298.48,101630.01,4360.9,51.1,49.83,354.0,300.0
135,2022-11-24,4137.52,95927.95,3898.2,94698.01,3889.91,50.21,48.94,351.0,300.0
136,2022-01-24,4606.16,95704.39,3581.4,94243.97,4389.7,50.678,49.037,359.0,300.0
137,2021-10-15,5092.57,107136.33,3955.4,105608.34,4203.8,50.609,49.828,348.0,297.0
138,2023-11-03,4910.1,113448.16,4506.0,112082.66,4800.5,50.51,49.1,347.0,300.0
139,2023-09-22,4623.4,95878.49,3015.5,94911.41,4060.4,51.354,49.529,365.0,294.0
140,2023-01-03,4735.95,105998.38,3828.6,104770.97,4540.73,50.571,49.137,356.0,300.0
141,2021-12-23,4944.7,105703.62,3911.7,104195.01,4254.4,50.564,49.352,357.0,291.0
142,2023-05-12,4013.1,92011.8,3453.5,90468.38,4154.7,50.85,48.74,358.0,300.0
143,2023-07-20,3974.3,87598.03,3453.2,86217.51,3560.7,50.851,48.7,353.0,300.0
144,2022-12-28,4719.4,103387.75,3733.9,102053.11,4408.3,50.678,48.73,356.0,300.0
145,2023-03-31,4680.3,108469.82,4313.9,107057.66,4230.7,50.659,49.0,347.0,293.0
146,2022-11-08,4647.06,106536.47,4114.9,105416.9,4584.3,50.41,49.08,352.0,300.0
147,2022-01-08,4867.8,104628.86,4020.2,103046.15,4521.0,50.769,49.275,353.0,292.0
148,2023-08-30,4490.2,96904.32,3534.3,95804.61,4332.99,50.432,49.081,349.0,300.0
149,2023-02-23,4801.1,111199.84,4414.2,109726.07,4513.8,50.616,49.01,356.0,300.0
150,2021-11-03,4964.1,105613.1,3744.2,104227.56,4543.7,50.872,49.766,349.0,299.0
151,2023-10-15,5044.42,109963.94,3986.3,108574.33,4870.0,50.781,49.391,347.0,300.0
152,2022-08-09,3993.5,90218.35,3231.6,88937.98,4045.1,50.551,49.078,361.0,300.0
153,2022-02-04,4761.4,98544.75,3539.3,97598.83,3835.3,50.569,49.042,360.0,300.0
154,2022-12-04,4520.01,106189.87,4346.75,104892.82,4530.44,50.27,49.09,350.0,300.0
155,2023-11-27,5032.64,109471.25,3935.49,107961.95,4865.94,50.535,49.29,347.0,300.0
156,2022-04-19,4159.38,93236.58,3565.5,92144.71,3891.0,50.8,48.99,358.0,300.0
157,2022-06-11,3685.2,84757.11,3358.3,83524.39,3628.6,50.78,49.075,353.0,300.0
158,2023-01-27,4323.6,90137.62,3084.4,89087.72,3958.2,50.856,49.036,358.0,300.0
159,2021-12-07,5008.92,111789.74,4233.8,110107.42,4735.0,50.378,49.257,351.0,294.0
160,2022-06-05,3246.5,70943.35,2527.9,69886.65,3269.0,51.121,49.029,363.0,300.0
161,2022-12-10,4356.3,99142.39,3638.69,97695.03,4274.45,51.03,48.68,357.0,291.0
162,2023-07-18,4113.5,94123.22,3814.4,92435.24,3798.7,50.759,48.8,356.0,300.0
163,2024-04-06,4215.37,98283.87,3783.74,97084.15,4075.59,50.528,49.0,352.0,303.0
164,2022-02-10,4728.5,104707.65,3877.12,103001.62,4281.8,51.032,48.97,359.0,302.0
165,2022-08-03,4080.14,91268.46,3608.2,90042.14,4101.5,50.467,48.99,356.0,300.0
166,2022-10-22,4187.3,97591.56,3854.6,96445.64,3906.27,50.581,49.031,350.0,300.0
167,2023-10-01,4945.94,104694.84,3891.7,103406.96,4085.1,50.647,49.109,346.0,300.0
168,2021-11-09,4684.0,100164.72,3713.7,0.0,4437.2,50.504,49.439,351.0,280.0
169,2023-06-26,4139.0,94015.69,3529.4,92386.61,3993.6,50.976,49.085,356.0,300.0
170,2023-04-14,4439.1,103437.88,4150.2,102114.42,4426.5,50.589,49.0,349.0,300.0
171,2022-04-14,3940.0,91710.44,3463.6,90679.87,3895.7,50.544,49.0,360.0,300.0
172,2022-06-26,3629.5,83688.26,3327.5,82654.31,3597.1,50.58,49.414,358.0,306.0
173,2022-10-01,3831.1,89492.5,3640.83,88434.02,3554.21,50.451,49.0,353.0,305.0
174,2022-08-24,4675.8,102179.46,3632.5,101064.57,4212.0,50.56,49.13,352.0,300.0
175,2022-12-29,4596.6,103240.12,3941.8,101948.93,4456.5,50.75,49.2,356.0,300.0
176,2023-08-03,4017.68,94487.63,3714.9,93113.47,3992.4,50.741,49.0,360.0,300.0
177,2023-02-10,4501.1,104308.61,4093.3,102878.46,4422.8,50.689,49.048,352.0,300.0
178,2023-10-22,4703.8,106669.97,4042.2,105399.93,4408.3,50.735,49.11,348.0,295.0
179,2022-07-18,3917.5,90937.79,3430.6,89680.41,4091.6,50.545,48.98,356.0,300.0
180,2023-06-05,4595.71,103730.0,4140.01,102181.72,4223.4,50.68,49.0,347.0,300.0
181,2022-01-27,4750.4,103081.36,3828.1,101682.97,3542.4,50.546,49.01,352.0,294.0
182,2023-06-11,4032.8,87805.63,3045.1,86454.04,3314.46,51.286,49.061,370.0,277.0
183,2022-11-27,4462.5,101439.34,4086.6,100172.14,4196.2,50.4,49.01,351.0,300.0
184,2023-04-19,4415.3,96047.83,3369.4,94841.93,3637.6,51.478,49.0,353.0,285.0
185,2021-11-24,4901.7,106745.09,4106.6,105262.76,4513.1,50.43,49.17,353.0,300.0
186,2023-02-04,4745.5,110281.22,4346.5,108894.73,4674.4,50.84,49.19,353.0,300.0
187,2022-12-23,4720.1,105493.52,4150.1,103943.42,4685.4,50.54,48.71,354.0,300.0
188,2022-02-23,4354.3,99252.95,3694.9,97904.0,4553.0,50.439,49.033,358.0,300.0
189,2022-08-30,4734.4,102778.8,3432.3,101406.16,4271.3,51.15,49.191,352.0,300.0
190,2022-10-15,4039.72,89131.76,3221.4,88108.12,4033.4,50.841,49.089,351.0,298.0
191,2021-12-28,4431.9,101297.05,3895.6,99740.47,3785.2,50.33,49.0,354.0,298.0
192,2023-01-08,4305.03,98996.13,3916.05,97760.25,4309.6,50.385,49.01,360.0,300.0
193,2022-03-31,4399.14,101322.39,3947.0,99921.42,4311.1,50.583,49.058,351.0,284.0
194,2023-11-08,4897.49,111518.39,4317.13,110011.32,4745.93,50.654,49.241,351.0,300.0
195,2023-09-23,4722.1,100631.76,3656.3,99456.81,4008.3,50.779,49.616,349.0,300.0
196,2023-03-30,4776.6,103315.13,3505.6,0.0,4507.0,51.171,48.997,348.0,285.0
197,2021-10-10,4916.2,97010.85,3344.1,95590.29,4330.8,50.81,48.0,352.0,300.0
198,2023-11-02,4887.7,111677.6,4427.2,110224.2,4910.1,50.45,49.14,345.0,294.0
199,2021-12-22,4910.6,106125.8,3800.2,104577.71,4606.5,50.442,49.049,352.0,292.0
200,2023-01-02,4622.0,103076.3,3516.2,101879.22,4392.2,50.656,49.195,358.0,300.0
201,2023-05-13,4297.3,95784.02,3385.8,94308.62,4400.9,51.229,49.0,354.0,300.0
202,2023-07-25,3964.93,90924.33,3693.9,89654.56,3999.8,50.575,48.77,349.0,300.0
203,2022-07-06,3800.65,86967.76,3457.5,85874.18,3832.9,50.393,49.07,357.0,300.0
204,2022-11-21,4365.0,100560.22,4003.7,99449.64,4370.8,50.41,49.0,353.0,300.0
205,2022-09-04,4265.3,90825.14,3052.5,89505.63,3937.3,51.165,49.067,355.0,300.0
206,2022-03-09,4176.9,97275.19,3920.9,95951.93,4119.2,50.578,49.19,362.0,300.0
207,2023-06-17,4226.1,84883.6,1704.8,83913.1,3715.7,51.41,48.75,360.0,300.0
208,2022-01-21,4604.9,100504.05,3707.2,99027.02,4353.7,50.59,48.91,352.0,291.0
209,2022-03-03,4521.93,102513.2,3983.9,101072.11,4367.9,50.514,49.0,357.0,300.0
210,2022-09-10,4373.4,98457.13,3794.9,97109.87,3931.7,50.506,49.09,357.0,300.0
211,2022-07-12,4316.4,95116.18,3572.8,93857.56,4064.1,50.923,49.0,354.0,300.0
212,2022-05-20,3534.7,81792.97,3189.2,80769.11,3284.4,50.419,49.99,356.0,300.0
213,2023-10-28,4915.58,112384.33,4183.8,110967.21,4497.99,50.655,49.174,347.0,300.0
214,2022-10-07,4370.34,99233.71,3713.74,97859.2,4263.7,50.92,49.25,347.0,300.0
215,2023-01-16,4014.8,89602.99,3444.6,88628.67,4016.0,50.589,49.022,358.0,300.0
216,2023-11-16,5043.71,107736.88,3944.93,106120.77,4870.99,51.0,49.259,348.0,294.0
217,2021-10-04,4932.41,103650.5,3473.8,102115.35,4057.1,51.026,49.583,346.0,296.0
218,2023-03-24,4654.98,104172.68,3944.5,102852.93,4412.0,50.72,49.47,345.0,300.0
219,2023-09-29,4819.0,100689.63,3633.5,99390.65,4282.3,50.739,49.226,351.0,300.0
220,2022-11-16,4608.0,103677.88,4058.7,102553.51,4534.2,50.46,48.99,354.0,300.0
221,2022-09-29,3964.5,89999.69,3551.6,89286.53,3948.8,50.49,49.02,352.0,300.0
222,2022-03-24,4065.3,91845.64,3518.8,90815.93,4124.2,50.609,49.045,355.0,292.0
223,2022-01-16,4606.6,97750.8,3628.2,96145.93,4285.4,50.988,49.121,358.0,296.0
224,2023-10-07,4803.6,105544.95,3902.2,104355.47,4785.3,50.74,49.01,346.0,300.0
225,2023-05-20,4336.9,93845.5,3522.1,92208.72,4297.6,51.08,48.72,358.0,300.0
226,2022-10-28,4647.9,106657.83,4158.3,105517.18,4641.6,50.426,49.04,349.0,300.0
227,2023-07-12,4165.6,97015.01,3708.9,95372.89,4181.3,50.899,48.86,352.0,300.0
228,2023-03-03,5013.2,114556.3,4169.1,113042.81,4446.7,51.31,49.09,348.0,300.0
229,2021-10-23,4725.31,90117.51,3080.0,88744.11,3848.8,51.124,49.697,352.0,300.0
230,2023-01-21,4142.86,94841.53,3734.0,93646.86,4214.6,50.666,49.198,351.0,300.0
231,2022-06-17,3451.6,76503.95,2971.4,75341.71,3388.4,50.72,49.04,358.0,300.0
232,2021-12-01,5214.0,112238.55,3939.4,110608.12,5073.7,50.636,49.173,351.0,296.0
233,2021-10-29,4845.83,103665.51,3766.5,102461.24,4031.5,50.81,49.78,351.0,296.0
234,2023-11-21,5103.14,116117.87,4336.97,114437.23,4944.98,50.468,49.03,350.0,298.0
235,2023-03-09,4467.9,103843.92,4149.5,102364.51,4504.2,50.728,49.012,348.0,300.0
236,2023-09-04,4454.16,93718.2,3055.5,92506.92,4172.8,50.548,49.152,354.0,300.0
237,2023-07-06,4372.2,100701.88,3989.5,98985.44,4472.0,50.551,49.0,347.0,300.0
238,2022-07-25,3926.8,89884.5,3530.7,88639.95,3714.5,50.697,49.0,355.0,300.0
239,2022-05-13,3803.8,84836.96,3134.5,83690.28,3344.2,50.987,48.88,363.0,300.0
240,2022-01-02,4926.19,103420.61,3817.0,101808.15,4211.7,50.525,49.298,355.0,299.0
241,2022-03-30,4343.7,96124.98,3719.4,94796.14,4230.1,50.61,49.47,353.0,300.0
242,2022-09-23,4398.8,100606.3,3662.5,99214.31,4145.3,50.801,49.266,351.0,300.0
243,2022-11-02,4863.7,110483.75,4356.7,109261.61,4594.6,50.5,49.0,351.0,300.0
244,2022-12-22,4723.7,107147.39,4154.3,105770.62,4389.2,50.47,49.02,355.0,300.0
245,2022-10-10,4211.13,97518.6,3807.5,96271.28,4149.5,50.705,49.092,350.0,300.0
246,2022-02-22,4365.4,101607.82,4110.6,100109.05,4215.0,50.293,49.106,358.0,300.0
